month,day,hour,DEWP,TEMP,PRES,cbwd,Iws
0.0,0.03333333333333333,0.0,0.18181818181818182,0.1568627450980392,0.8461538461538467,0.3333333333333333,0.16767368208261269
0.0,0.03333333333333333,0.043478260869565216,0.18181818181818182,0.1568627450980392,0.8461538461538467,0.0,0.008018687810246849
0.0,0.03333333333333333,0.08695652173913043,0.18181818181818182,0.1568627450980392,0.8461538461538467,0.0,0.01906965252352822
0.0,0.03333333333333333,0.13043478260869565,0.16363636363636364,0.13725490196078433,0.8461538461538467,0.3333333333333333,0.008018687810246849
0.0,0.03333333333333333,0.17391304347826086,0.16363636363636364,0.13725490196078433,0.8461538461538467,0.0,0.008018687810246849
0.0,0.03333333333333333,0.21739130434782608,0.16363636363636364,0.1568627450980392,0.8461538461538467,0.0,0.017048134588171872
0.0,0.03333333333333333,0.2608695652173913,0.16363636363636364,0.13725490196078433,0.8269230769230766,0.3333333333333333,0.010040205745603197
0.0,0.03333333333333333,0.30434782608695654,0.16363636363636364,0.13725490196078433,0.8461538461538467,0.0,0.008018687810246849
0.0,0.03333333333333333,0.34782608695652173,0.16363636363636364,0.1568627450980392,0.8461538461538467,0.0,0.01906965252352822
0.0,0.03333333333333333,0.3913043478260869,0.16363636363636364,0.17647058823529413,0.8653846153846168,0.0,0.028099099301453247
0.0,0.03333333333333333,0.43478260869565216,0.16363636363636364,0.21568627450980393,0.8653846153846168,0.0,0.037128546079378266
0.0,0.03333333333333333,0.4782608695652174,0.18181818181818182,0.23529411764705882,0.8461538461538467,0.0,0.04615799285730329
0.0,0.03333333333333333,0.5217391304347826,0.18181818181818182,0.23529411764705882,0.8269230769230766,0.0,0.05318838301026481
0.0,0.03333333333333333,0.5652173913043478,0.18181818181818182,0.27450980392156865,0.8076923076923066,1.0,0.0030098155926416743
0.0,0.03333333333333333,0.6086956521739131,0.18181818181818182,0.27450980392156865,0.7884615384615401,1.0,0.005008872217605175
0.0,0.03333333333333333,0.6521739130434783,0.18181818181818182,0.27450980392156865,0.76923076923077,1.0,0.007007928842568675
0.0,0.03333333333333333,0.6956521739130435,0.18181818181818182,0.27450980392156865,0.76923076923077,1.0,0.009006985467532175
0.0,0.03333333333333333,0.7391304347826086,0.18181818181818182,0.2549019607843137,0.76923076923077,1.0,0.011006042092495675
0.0,0.03333333333333333,0.7826086956521738,0.18181818181818182,0.23529411764705882,0.76923076923077,0.6666666666666666,0.0030098155926416743
0.0,0.03333333333333333,0.8260869565217391,0.2,0.19607843137254904,0.76923076923077,1.0,0.000988297657285326
0.0,0.03333333333333333,0.8695652173913043,0.2181818181818182,0.19607843137254904,0.76923076923077,0.6666666666666666,0.000988297657285326
0.0,0.03333333333333333,0.9130434782608695,0.2181818181818182,0.19607843137254904,0.76923076923077,1.0,0.000988297657285326
0.0,0.03333333333333333,0.9565217391304348,0.2181818181818182,0.17647058823529413,0.76923076923077,1.0,0.002987354282248826
0.0,0.03333333333333333,1.0,0.2181818181818182,0.17647058823529413,0.7884615384615401,1.0,0.004986410907212326
0.0,0.06666666666666668,0.0,0.2181818181818182,0.1568627450980392,0.76923076923077,0.0,0.000988297657285326
0.0,0.06666666666666668,0.043478260869565216,0.2181818181818182,0.17647058823529413,0.76923076923077,0.0,0.002987354282248826
0.0,0.06666666666666668,0.08695652173913043,0.2181818181818182,0.1568627450980392,0.76923076923077,0.0,0.004986410907212326
0.0,0.06666666666666668,0.13043478260869565,0.2181818181818182,0.13725490196078433,0.75,0.0,0.006985467532175826
0.0,0.06666666666666668,0.17391304347826086,0.2181818181818182,0.13725490196078433,0.75,0.6666666666666666,0.000988297657285326
0.0,0.06666666666666668,0.21739130434782608,0.2181818181818182,0.13725490196078433,0.75,1.0,0.000988297657285326
0.0,0.06666666666666668,0.2608695652173913,0.2181818181818182,0.11764705882352944,0.75,0.0,0.000988297657285326
0.0,0.06666666666666668,0.30434782608695654,0.2181818181818182,0.11764705882352944,0.75,0.3333333333333333,0.000988297657285326
0.0,0.06666666666666668,0.34782608695652173,0.2181818181818182,0.11764705882352944,0.75,0.3333333333333333,0.005008872217605175
0.0,0.06666666666666668,0.3913043478260869,0.2545454545454545,0.13725490196078433,0.76923076923077,0.0,0.000988297657285326
0.0,0.06666666666666668,0.43478260869565216,0.2363636363636364,0.17647058823529413,0.76923076923077,1.0,0.000988297657285326
0.0,0.06666666666666668,0.4782608695652174,0.2545454545454545,0.21568627450980393,0.75,0.6666666666666666,0.000988297657285326
0.0,0.06666666666666668,0.5217391304347826,0.2545454545454545,0.23529411764705882,0.73076923076923,1.0,0.000988297657285326
0.0,0.06666666666666668,0.5652173913043478,0.2545454545454545,0.2549019607843137,0.7115384615384635,1.0,0.002987354282248826
0.0,0.06666666666666668,0.6086956521739131,0.2181818181818182,0.27450980392156865,0.6923076923076934,1.0,0.004986410907212326
0.0,0.06666666666666668,0.6521739130434783,0.2181818181818182,0.27450980392156865,0.6923076923076934,0.6666666666666666,0.0030098155926416743
0.0,0.06666666666666668,0.6956521739130435,0.2181818181818182,0.2549019607843137,0.6923076923076934,1.0,0.000988297657285326
0.0,0.06666666666666668,0.7391304347826086,0.2181818181818182,0.23529411764705882,0.6923076923076934,1.0,0.0019990566249635006
0.0,0.06666666666666668,0.7826086956521738,0.2363636363636364,0.19607843137254904,0.6923076923076934,0.0,0.000988297657285326
0.0,0.06666666666666668,0.8260869565217391,0.2363636363636364,0.19607843137254904,0.7115384615384635,0.0,0.002987354282248826
0.0,0.06666666666666668,0.8695652173913043,0.2363636363636364,0.13725490196078433,0.6923076923076934,0.0,0.004986410907212326
0.0,0.06666666666666668,0.9130434782608695,0.2181818181818182,0.13725490196078433,0.6923076923076934,1.0,0.0
0.0,0.06666666666666668,0.9565217391304348,0.2181818181818182,0.11764705882352944,0.6923076923076934,1.0,0.0019990566249635006
0.0,0.06666666666666668,1.0,0.2181818181818182,0.11764705882352944,0.6923076923076934,0.3333333333333333,0.0030098155926416743
0.0,0.1,0.0,0.2181818181818182,0.09803921568627452,0.6923076923076934,0.3333333333333333,0.005008872217605175
0.0,0.1,0.043478260869565216,0.2181818181818182,0.09803921568627452,0.6730769230769234,1.0,0.0
0.0,0.1,0.08695652173913043,0.2,0.0784313725490196,0.6730769230769234,0.3333333333333333,0.006019631185283349
0.0,0.1,0.13043478260869565,0.2181818181818182,0.11764705882352944,0.6730769230769234,0.3333333333333333,0.010040205745603197
0.0,0.1,0.17391304347826086,0.2181818181818182,0.0784313725490196,0.6730769230769234,0.3333333333333333,0.012039262370566697
0.0,0.1,0.21739130434782608,0.2,0.0784313725490196,0.6730769230769234,0.3333333333333333,0.016059836930886546
